nct_id,start_year,elig_word_count,summary_word_count,desc_word_count,n_inclusion,n_exclusion,fk_grade_elig,fk_grade_summary,n_numeric_constraints,n_biomarker_terms,label
NCT03068416,2017.0,177.0,26.0,235.0,7.0,10.0,9.72835945663532,16.35481481481482,2.0,1.0,1
NCT02926833,2016.0,419.0,72.0,0.0,14.0,13.0,15.059020859940407,15.721298701298704,4.0,6.0,1
NCT03393936,2018.0,529.0,61.0,0.0,22.0,21.0,10.102029065552834,13.405483870967746,19.0,6.0,0
NCT05613348,2022.0,569.0,27.0,88.0,13.0,19.0,11.13748245614035,20.522424242424247,39.0,6.0,0
NCT03638167,2019.0,306.0,207.0,0.0,16.0,11.0,12.934859163824683,19.821428571428573,10.0,3.0,1
NCT07071909,2025.0,153.0,342.0,0.0,10.0,2.0,9.638953722334005,14.613035381750468,3.0,5.0,0
NCT04227275,2019.0,616.0,52.0,80.0,16.0,16.0,35.14841131907309,31.689122807017544,26.0,4.0,0
NCT05972720,2023.0,149.0,43.0,63.0,11.0,5.0,16.055873015873015,31.695510204081632,2.0,2.0,0
NCT05192174,2022.0,489.0,32.0,88.0,11.0,24.0,12.787939824945298,19.807272727272736,9.0,4.0,0
NCT02659943,2016.0,1366.0,256.0,808.0,32.0,11.0,16.187594528527594,7.733185258964145,22.0,24.0,1
NCT04678336,2021.0,516.0,38.0,659.0,19.0,14.0,11.402524983344442,26.855,14.0,2.0,0
NCT06290622,2024.0,1061.0,55.0,0.0,24.0,37.0,11.995972968289724,19.125000000000004,27.0,14.0,0
NCT03761056,2019.0,399.0,51.0,0.0,17.0,15.0,57.45994535519125,17.285517241379313,13.0,4.0,1
NCT03568461,2018.0,63.0,23.0,69.0,3.0,9.0,33.96545454545455,16.386666666666667,0.0,1.0,1
NCT05364424,2022.0,420.0,93.0,0.0,7.0,21.0,33.55199738903394,21.72415841584159,13.0,0.0,1
NCT03483103,2018.0,416.0,81.0,0.0,10.0,15.0,39.86500497512438,24.05283132530121,3.0,2.0,1
NCT05199961,2022.0,114.0,201.0,0.0,6.0,3.0,28.54415887850468,22.13199530516432,1.0,0.0,0
NCT02625480,2016.0,1617.0,75.0,42.0,20.0,67.0,31.668543617021275,17.09397590361446,56.0,14.0,1
NCT04405778,2020.0,935.0,297.0,251.0,30.0,25.0,12.490274675453922,6.482500000000002,20.0,6.0,0
NCT03019055,2017.0,1182.0,72.0,93.0,26.0,28.0,12.14171738142548,35.59432432432432,26.0,23.0,1
NCT03648372,2018.0,1543.0,156.0,262.0,35.0,21.0,14.103304685393102,8.681821895424836,25.0,13.0,0
NCT04325841,2022.0,270.0,162.0,0.0,4.0,17.0,25.771031128404676,20.933964912280704,2.0,9.0,1
NCT04556266,2021.0,367.0,42.0,0.0,21.0,8.0,9.187033639143731,19.613809523809525,12.0,6.0,0
NCT06027957,2023.0,440.0,96.0,78.0,17.0,23.0,14.218271497162814,14.329510204081636,15.0,4.0,1
NCT03893019,2019.0,658.0,50.0,49.0,21.0,22.0,17.95827479338843,9.416071428571428,23.0,8.0,0
NCT04394650,2020.0,321.0,92.0,0.0,12.0,8.0,14.016475409836065,18.030784313725494,6.0,1.0,1
NCT02445248,2015.0,840.0,23.0,183.0,23.0,32.0,20.736972029176957,13.928333333333335,36.0,20.0,1
NCT05022849,2021.0,315.0,34.0,0.0,6.0,6.0,29.004054054054055,16.602857142857143,8.0,1.0,1
NCT04627740,2020.0,228.0,30.0,71.0,9.0,11.0,34.39648148148149,18.493529411764708,14.0,1.0,1
NCT05274451,2022.0,223.0,96.0,87.0,11.0,11.0,30.618627450980394,17.942000000000004,2.0,6.0,0
NCT03310619,2017.0,756.0,173.0,186.0,19.0,34.0,11.111294984353272,17.227285714285717,7.0,5.0,1
NCT02614066,2016.0,726.0,28.0,299.0,17.0,29.0,15.273254418262152,22.33375,25.0,7.0,1
NCT03473496,2018.0,336.0,76.0,357.0,9.0,12.0,9.415929203539825,13.390476190476189,9.0,4.0,0
NCT05290155,2022.0,581.0,30.0,74.0,9.0,13.0,12.303550510591617,19.338709677419356,19.0,11.0,1
NCT04067414,2018.0,819.0,24.0,186.0,37.0,24.0,13.11573359073359,16.788461538461537,32.0,17.0,1
NCT02348216,2015.0,555.0,121.0,0.0,27.0,9.0,15.684759609442594,28.940229357798163,12.0,3.0,1
NCT02761915,2016.0,789.0,83.0,221.0,10.0,28.0,10.692811826301202,17.14988505747127,21.0,4.0,1
NCT02631044,2016.0,771.0,83.0,166.0,12.0,23.0,14.67069461827284,15.251034482758623,20.0,13.0,1
NCT03875495,2019.0,538.0,61.0,288.0,13.0,17.0,15.629838709677419,34.449230769230766,17.0,5.0,0
NCT05015920,2021.0,392.0,30.0,156.0,6.0,20.0,10.848651063829788,17.66181818181818,8.0,5.0,1
NCT00858793,2008.0,292.0,77.0,0.0,4.0,21.0,59.070665399239545,12.839146341463415,5.0,2.0,0
NCT02414165,2015.0,906.0,151.0,0.0,24.0,25.0,14.425772285966463,15.317380952380955,32.0,3.0,0
NCT04105374,2020.0,828.0,159.0,581.0,20.0,18.0,29.06395150720839,14.620506329113923,35.0,2.0,0
NCT02744287,2016.0,150.0,50.0,13.0,7.0,9.0,12.621383458646616,14.715784313725493,3.0,0.0,0
NCT03097770,2017.0,668.0,64.0,127.0,35.0,14.0,10.497872760400853,21.058787878787886,27.0,9.0,1
NCT06391918,2024.0,610.0,116.0,110.0,12.0,12.0,16.13135253054101,13.862196261682247,14.0,1.0,0
NCT00669669,2009.0,369.0,139.0,351.0,17.0,12.0,40.70309561128526,16.537833333333335,16.0,3.0,0
NCT01703754,2013.0,568.0,46.0,89.0,17.0,27.0,13.022252719725163,14.250000000000004,28.0,6.0,0
NCT02365818,2015.0,819.0,29.0,139.0,23.0,15.0,11.91365218380346,17.743333333333336,19.0,1.0,1
NCT04053283,2020.0,722.0,16.0,78.0,16.0,31.0,15.334215507826716,17.2,17.0,2.0,1
NCT00070070,2003.0,395.0,83.0,110.0,8.0,14.0,11.18157232704403,13.530952380952382,22.0,3.0,1
NCT05165433,2022.0,907.0,23.0,48.0,15.0,35.0,14.662786363100157,17.665925925925922,23.0,5.0,1
NCT00617409,2007.0,799.0,43.0,350.0,16.0,43.0,19.551446268566966,19.001818181818184,44.0,3.0,1
NCT03754933,2019.0,655.0,77.0,624.0,15.0,15.0,12.178656548793445,17.08707317073171,23.0,2.0,1
NCT01773395,2013.0,132.0,505.0,1045.0,6.0,8.0,54.02333333333334,12.371404738878145,0.0,1.0,0
NCT04374240,2013.0,415.0,163.0,945.0,12.0,13.0,11.564848484848486,14.60666666666667,17.0,1.0,1
NCT05617040,2023.0,1136.0,26.0,264.0,28.0,24.0,13.3134105291504,17.665714285714284,41.0,4.0,0
NCT00880464,2006.0,279.0,58.0,398.0,14.0,7.0,59.128437500000004,15.237857142857145,7.0,2.0,1
NCT04830592,2021.0,669.0,32.0,56.0,12.0,24.0,14.80603475513428,21.27,12.0,1.0,1
NCT01119664,2010.0,568.0,50.0,208.0,18.0,11.0,13.148610080395798,15.6686170212766,16.0,7.0,1
NCT02963831,2017.0,319.0,54.0,313.0,6.0,6.0,13.386374172185437,32.57377049180327,6.0,2.0,1
NCT03330197,2017.0,739.0,78.0,105.0,27.0,17.0,12.084701540436459,15.38795180722892,35.0,2.0,0
NCT03852511,2019.0,1335.0,44.0,48.0,26.0,30.0,14.47356992690871,29.493333333333336,26.0,17.0,1
NCT05043714,2021.0,837.0,75.0,362.0,16.0,35.0,15.525453101536332,23.522564102564107,21.0,3.0,1
NCT05456165,2022.0,895.0,62.0,120.0,16.0,26.0,34.685023696682464,23.561818181818186,46.0,10.0,0
NCT00372320,2006.0,905.0,438.0,236.0,14.0,25.0,10.35436441723849,14.064587104072398,22.0,5.0,1
NCT02831933,2017.0,1007.0,67.0,399.0,26.0,23.0,15.312623450230252,21.558333333333334,24.0,10.0,0
NCT01147965,2010.0,1223.0,109.0,214.0,33.0,13.0,13.156709139916689,8.776238938053098,28.0,3.0,1
NCT04490512,2020.0,607.0,79.0,152.0,9.0,24.0,21.25430146045743,13.483902439024394,11.0,1.0,1
NCT02609984,2015.0,382.0,87.0,34.0,6.0,15.0,34.94413043478261,26.271881720430105,9.0,5.0,0
NCT02387125,2015.0,616.0,45.0,187.0,6.0,24.0,13.165781499202549,25.11307692307692,21.0,2.0,0
NCT05553639,2023.0,642.0,44.0,236.0,14.0,19.0,13.199982800137601,25.035555555555558,15.0,1.0,0
NCT02806687,2017.0,263.0,318.0,781.0,12.0,17.0,34.354914529914524,18.69765034965035,5.0,1.0,1
NCT00096551,2004.0,999.0,376.0,380.0,25.0,15.0,11.473418743373909,12.625534665099885,17.0,0.0,1
NCT03330834,2017.0,912.0,368.0,402.0,27.0,23.0,10.804766112956813,11.693656688139448,33.0,14.0,0
NCT04935528,2021.0,293.0,220.0,125.0,21.0,7.0,10.551395730706076,16.14667485667486,8.0,1.0,1
NCT00142454,2005.0,307.0,53.0,183.0,13.0,11.0,37.73959854014598,17.882894736842108,9.0,0.0,1
NCT02342613,2015.0,162.0,175.0,97.0,7.0,7.0,12.666971223021584,17.291732522796355,11.0,1.0,1
NCT01239368,2010.0,605.0,377.0,308.0,12.0,21.0,15.274358752166382,16.11197802197802,11.0,1.0,0
NCT02856815,2018.0,341.0,23.0,57.0,13.0,15.0,27.0941935483871,21.063999999999997,12.0,0.0,1
NCT02757391,2019.0,1074.0,116.0,128.0,16.0,16.0,9.870706780916915,15.657931034482761,15.0,7.0,0
NCT02577588,2016.0,648.0,29.0,329.0,20.0,19.0,19.946974568839526,15.251034482758623,15.0,1.0,0
NCT00562640,2007.0,312.0,131.0,401.0,32.0,0.0,19.73758608058608,12.939074074074075,10.0,1.0,1
NCT03782363,2020.0,575.0,69.0,148.0,18.0,25.0,13.872161849710988,14.590410958904112,14.0,2.0,0
NCT02327390,2015.0,677.0,168.0,161.0,29.0,11.0,25.986721581548597,12.065000000000001,28.0,0.0,0
NCT02508324,2015.0,287.0,178.0,466.0,12.0,8.0,12.089600760456275,16.07190476190476,5.0,2.0,0
NCT03266692,2018.0,278.0,38.0,0.0,10.0,13.0,29.69692307692308,24.670952380952382,9.0,1.0,0
NCT04762225,2021.0,2085.0,31.0,53.0,37.0,50.0,11.416630629233683,18.64625,41.0,17.0,0
NCT03661424,2019.0,434.0,101.0,194.0,10.0,11.0,11.974359413965086,13.867300970873789,16.0,2.0,0
NCT04596033,2020.0,217.0,89.0,203.0,11.0,13.0,28.020625,13.524811827956992,2.0,0.0,0
NCT04625205,2020.0,1007.0,64.0,151.0,24.0,14.0,13.426714659685867,14.281538461538464,24.0,10.0,0
NCT04341740,2020.0,279.0,36.0,127.0,9.0,13.0,19.190076305220888,16.699459459459465,11.0,0.0,0
NCT04011033,2018.0,180.0,143.0,127.0,7.0,11.0,14.213543821448017,13.879494680851067,9.0,2.0,1
NCT04069936,2019.0,832.0,46.0,128.0,15.0,19.0,10.14885060988939,24.24888888888889,19.0,8.0,0
NCT02424916,2015.0,417.0,43.0,0.0,21.0,16.0,31.352601156069365,24.24888888888889,16.0,5.0,1
NCT03318900,2018.0,819.0,104.0,182.0,20.0,15.0,14.480547082228117,12.628360360360357,30.0,3.0,1
NCT02584829,2015.0,726.0,159.0,391.0,9.0,21.0,41.605410419790104,15.715968448729186,24.0,5.0,0
NCT02948426,2017.0,1161.0,254.0,355.0,14.0,16.0,14.540375773651636,10.087730923694782,20.0,1.0,0
NCT03189836,2017.0,381.0,36.0,0.0,14.0,14.0,28.895303326810183,21.70717948717949,13.0,2.0,0
NCT03305445,2018.0,1127.0,111.0,31.0,19.0,22.0,10.682131247460386,29.816206896551723,32.0,4.0,1
NCT05628545,2021.0,285.0,65.0,0.0,6.0,11.0,13.52983146067416,15.592500000000001,4.0,0.0,0
NCT02188719,2014.0,1109.0,42.0,131.0,8.0,63.0,20.487935323383088,24.10904761904762,47.0,14.0,0
NCT02711826,2016.0,933.0,53.0,346.0,22.0,34.0,11.979687687687687,9.554000000000002,31.0,29.0,1
NCT01875601,2013.0,922.0,465.0,465.0,26.0,13.0,12.54888683543216,18.530411255411256,23.0,5.0,1
NCT03175679,2017.0,180.0,106.0,75.0,7.0,11.0,14.179791894852137,14.497407407407412,9.0,2.0,1
NCT04155710,2020.0,487.0,34.0,74.0,13.0,14.0,14.570789473684211,21.27,10.0,3.0,1
NCT03334305,2018.0,303.0,195.0,382.0,20.0,0.0,16.096457564575648,11.577179487179489,13.0,1.0,0
NCT04802070,2021.0,575.0,69.0,0.0,18.0,25.0,43.109161849710986,14.590410958904112,14.0,2.0,1
NCT03252171,2015.0,340.0,23.0,92.0,14.0,11.0,10.295589743589748,15.403333333333332,12.0,7.0,0
NCT02185781,2015.0,232.0,72.0,117.0,8.0,8.0,11.322275042444826,13.928333333333335,3.0,1.0,1
NCT01087294,2010.0,1392.0,443.0,671.0,22.0,21.0,11.128376261747302,13.327917831530328,26.0,26.0,1
NCT01866839,2013.0,817.0,282.0,474.0,26.0,21.0,11.745019745265854,8.796872506175188,11.0,6.0,1
NCT00923910,2008.0,1179.0,340.0,491.0,14.0,43.0,12.852537643824952,12.714143302180684,24.0,14.0,1
NCT02315612,2014.0,1135.0,278.0,467.0,6.0,45.0,13.825822735276855,6.89291222313372,27.0,7.0,1
NCT02991898,2017.0,744.0,34.0,0.0,22.0,10.0,14.881517476555839,20.311428571428575,32.0,4.0,0
NCT03068819,2017.0,441.0,183.0,0.0,16.0,17.0,20.968549382716052,20.198139037433155,15.0,4.0,1
NCT03882203,2018.0,82.0,106.0,163.0,4.0,5.0,23.42439024390244,13.949324324324326,4.0,1.0,1
NCT03267186,2017.0,1231.0,40.0,182.0,28.0,31.0,64.99329148471617,12.263536585365856,37.0,6.0,1
NCT02231853,2014.0,152.0,533.0,484.0,5.0,10.0,16.2,14.368241791044778,8.0,2.0,0
NCT03376477,2019.0,747.0,85.0,267.0,28.0,16.0,17.633992557150453,24.432471264367823,23.0,7.0,0
NCT03902665,2019.0,177.0,118.0,0.0,7.0,6.0,18.694032258064514,14.222954954954954,5.0,1.0,1
NCT03751709,2020.0,796.0,132.0,88.0,7.0,22.0,14.71916666666667,16.698285714285714,13.0,4.0,1
NCT01885897,2013.0,707.0,246.0,0.0,22.0,12.0,23.658231707317075,10.390336134453783,21.0,4.0,1
NCT00001623,1997.0,411.0,310.0,399.0,14.0,22.0,12.112602739726032,11.305249156987639,12.0,5.0,1
NCT02117297,2012.0,117.0,24.0,48.0,10.0,8.0,43.28914893617022,18.353333333333335,4.0,1.0,1
NCT02523976,2015.0,389.0,115.0,283.0,6.0,9.0,12.01004990197826,17.285,14.0,6.0,1
NCT04554485,2019.0,415.0,81.0,525.0,11.0,17.0,58.30699228791774,15.216666666666665,8.0,5.0,1
NCT03529825,2018.0,131.0,43.0,137.0,4.0,6.0,11.162770491803283,12.030909090909088,1.0,0.0,1
NCT00003056,1997.0,308.0,87.0,324.0,3.0,0.0,47.613265993266,18.136666666666667,8.0,4.0,0
NCT00702403,2008.0,607.0,60.0,305.0,18.0,21.0,50.84526582278481,17.003360655737705,18.0,5.0,1
NCT02228096,2014.0,1428.0,45.0,0.0,21.0,37.0,15.321371172516802,26.15673469387755,45.0,25.0,1
NCT03699631,2018.0,448.0,28.0,111.0,13.0,14.0,11.924269596199526,22.33375,11.0,2.0,1
NCT00002514,1993.0,438.0,95.0,965.0,79.0,0.0,39.8787650273224,15.78197368421053,11.0,9.0,1
NCT00002831,1995.0,136.0,68.0,286.0,3.0,0.0,33.89678294573643,15.255714285714287,7.0,2.0,1
NCT02581007,2015.0,393.0,61.0,22.0,13.0,10.0,19.97729442970822,13.390476190476189,9.0,3.0,1
NCT00629798,2008.0,244.0,95.0,0.0,11.0,7.0,11.24816513761468,7.404583333333335,7.0,1.0,1
NCT02248597,2015.0,162.0,106.0,155.0,5.0,6.0,16.629217221135033,12.09682882882883,6.0,3.0,1
NCT00450450,2007.0,466.0,152.0,386.0,44.0,0.0,18.51411498708011,12.118885893980238,33.0,1.0,1
NCT04669210,2020.0,507.0,108.0,0.0,8.0,22.0,14.41502164502165,17.55493119266055,11.0,1.0,1
NCT05581719,2022.0,145.0,35.0,104.0,7.0,4.0,14.694565408252856,23.220000000000002,2.0,0.0,0
NCT03769467,2019.0,1373.0,35.0,158.0,19.0,27.0,11.89445893124866,25.439024390243905,41.0,28.0,0
NCT00984165,2010.0,1594.0,522.0,474.0,48.0,23.0,14.085311369509046,13.978142292490123,17.0,5.0,0
NCT04172818,2019.0,36.0,148.0,0.0,4.0,2.0,25.216666666666672,15.617876447876451,1.0,0.0,1
NCT06010017,2024.0,82.0,62.0,118.0,3.0,5.0,13.776756756756757,18.577419354838714,1.0,0.0,1
NCT02500550,2015.0,327.0,63.0,275.0,8.0,22.0,29.458558303886928,17.483030303030308,11.0,5.0,1
NCT02416908,2015.0,699.0,117.0,0.0,14.0,22.0,14.694465967655947,21.24965447154472,14.0,3.0,1
NCT02875743,2016.0,112.0,63.0,0.0,4.0,8.0,12.735454545454548,21.22961538461539,1.0,0.0,1
NCT01951885,2014.0,247.0,90.0,66.0,22.0,5.0,36.87253456221198,22.510752688172044,9.0,2.0,1
NCT00003153,1998.0,375.0,53.0,203.0,42.0,0.0,28.839984984984984,13.892169811320759,18.0,0.0,1
NCT04121507,2019.0,596.0,39.0,66.0,25.0,27.0,12.954532374100726,23.220000000000002,2.0,1.0,1
NCT00003816,1998.0,749.0,126.0,456.0,102.0,0.0,50.79555555555555,14.35471755725191,17.0,3.0,1
NCT05823480,2024.0,736.0,161.0,267.0,24.0,10.0,13.183111487918612,14.69982683982684,27.0,6.0,0
NCT04220008,2021.0,416.0,103.0,494.0,10.0,12.0,25.68301470588236,15.116698113207548,12.0,4.0,0
NCT01598025,2012.0,490.0,96.0,0.0,19.0,11.0,16.091002132196163,7.877959183673472,10.0,3.0,0
NCT04687982,2018.0,163.0,309.0,0.0,7.0,6.0,12.49388888888889,10.39866666666667,9.0,1.0,1
NCT03654404,2018.0,94.0,54.0,261.0,4.0,4.0,45.504269662921345,26.670909090909095,0.0,0.0,1
NCT00887068,2009.0,300.0,42.0,402.0,10.0,7.0,9.6986031392217,10.861904761904764,7.0,2.0,1
NCT05696457,2021.0,67.0,136.0,0.0,6.0,4.0,15.165000000000003,14.774629629629633,2.0,0.0,1
NCT03218163,2017.0,607.0,26.0,0.0,20.0,13.0,11.67468794159209,20.540689655172418,15.0,5.0,0
NCT05829434,2024.0,882.0,34.0,252.0,4.0,40.0,17.70248680351907,19.807272727272736,24.0,4.0,0
NCT03595800,2017.0,99.0,59.0,0.0,9.0,5.0,21.568764044943823,19.71935483870968,2.0,0.0,1
NCT03820908,2019.0,406.0,36.0,0.0,12.0,21.0,11.656500000000001,22.334285714285716,12.0,1.0,1
NCT03135028,2017.0,162.0,25.0,0.0,6.0,4.0,65.01243243243243,22.48,2.0,0.0,0
NCT04681105,2020.0,1153.0,68.0,405.0,37.0,20.0,29.35974244120941,18.146470588235292,43.0,8.0,1
NCT00373217,2006.0,404.0,126.0,347.0,46.0,0.0,19.463333333333335,14.9348253968254,14.0,5.0,0
NCT02512497,2017.0,743.0,159.0,1338.0,11.0,25.0,13.02185876623377,12.33307855626327,14.0,3.0,1
NCT01801046,2013.0,804.0,84.0,253.0,29.0,19.0,39.73021982951997,11.016111111111112,17.0,10.0,0
NCT05001451,2021.0,310.0,80.0,0.0,18.0,15.0,19.635743295019157,14.74206790123457,19.0,1.0,0
NCT04739527,2021.0,489.0,24.0,147.0,7.0,14.0,15.728501387604073,16.878333333333334,8.0,1.0,1
NCT05720988,2024.0,495.0,100.0,358.0,20.0,15.0,33.08620464203989,14.135524752475249,25.0,5.0,0
NCT04260698,2020.0,71.0,11.0,213.0,8.0,5.0,32.38032258064516,19.57333333333334,1.0,0.0,1
NCT01503515,2013.0,457.0,72.0,369.0,21.0,10.0,16.160454545454545,18.18944444444445,33.0,2.0,1
NCT03338777,2020.0,276.0,11.0,110.0,9.0,17.0,14.821707908782141,19.80909090909091,12.0,2.0,0
NCT03082677,2017.0,626.0,51.0,0.0,19.0,16.0,14.109204152249134,27.56679245283019,17.0,2.0,1
NCT02484430,2017.0,829.0,51.0,287.0,27.0,11.0,50.268823852204136,14.9471568627451,22.0,3.0,1
NCT01251575,2010.0,1472.0,132.0,199.0,25.0,26.0,67.29171645329541,13.317142857142859,29.0,16.0,1
NCT01366612,2010.0,588.0,164.0,202.0,7.0,25.0,33.23074608904935,17.254232804232803,18.0,1.0,0
NCT03066466,2019.0,172.0,294.0,270.0,7.0,7.0,36.40790322580645,22.86482993197279,5.0,2.0,0
NCT02663622,2016.0,766.0,30.0,263.0,15.0,12.0,10.653221150816158,20.496666666666673,16.0,3.0,1
NCT03982992,2019.0,426.0,62.0,0.0,17.0,8.0,12.302624385749386,16.460000000000004,14.0,4.0,0
NCT03790072,2018.0,277.0,20.0,56.0,17.0,10.0,11.433852583586628,14.98090909090909,12.0,1.0,1
NCT02240381,2014.0,226.0,72.0,103.0,3.0,14.0,89.0373786407767,20.120000000000008,6.0,0.0,0
NCT02538965,2015.0,1489.0,51.0,296.0,39.0,18.0,12.780004603764166,26.330000000000002,43.0,4.0,1
NCT03878199,2019.0,754.0,97.0,366.0,17.0,17.0,25.66026536312849,14.554795918367347,15.0,0.0,0
NCT02162420,2015.0,326.0,58.0,0.0,34.0,7.0,118.89571428571429,20.94758620689655,14.0,7.0,1
NCT00728585,2008.0,210.0,56.0,409.0,24.0,0.0,13.036322580645166,18.089912280701757,2.0,0.0,0
NCT00540995,2007.0,380.0,150.0,260.0,10.0,6.0,52.384444444444455,14.471139240506332,5.0,1.0,0
NCT01008462,2010.0,1071.0,148.0,433.0,41.0,19.0,64.20629587803501,14.561535947712418,22.0,4.0,1
NCT00727441,2008.0,277.0,130.0,536.0,31.0,0.0,101.43837606837607,14.985251908396947,12.0,2.0,1
NCT02065154,2013.0,341.0,152.0,152.0,15.0,9.0,14.206823855755896,19.97375,8.0,4.0,1
NCT01830010,2013.0,117.0,28.0,0.0,5.0,5.0,19.50355504587156,22.910370370370376,2.0,0.0,1
NCT03610360,2018.0,28.0,37.0,258.0,1.0,0.0,21.037142857142857,20.526486486486494,0.0,0.0,1
NCT05650918,2021.0,600.0,146.0,498.0,14.0,14.0,12.901632880788544,15.732165898617513,15.0,4.0,1
NCT00074490,2004.0,1551.0,257.0,574.0,33.0,14.0,12.954871202113605,16.347473211199446,15.0,3.0,0
NCT03515512,2018.0,771.0,37.0,256.0,21.0,17.0,17.8918,15.543918918918923,24.0,10.0,1
NCT02750254,2016.0,340.0,157.0,0.0,19.0,9.0,19.591885964912283,25.328837209302325,14.0,0.0,0
NCT02333162,2014.0,347.0,155.0,263.0,17.0,0.0,48.32317460317461,15.29124528301887,11.0,3.0,0
NCT03513328,2018.0,788.0,52.0,153.0,23.0,16.0,14.408238779440083,27.78943396226416,19.0,6.0,1
NCT04716075,2019.0,819.0,56.0,172.0,12.0,28.0,11.85446685733513,18.917982456140354,21.0,10.0,1
NCT03531281,2018.0,475.0,65.0,448.0,15.0,9.0,64.75626728110599,12.164705882352944,16.0,4.0,0
NCT01168219,2010.0,494.0,132.0,266.0,44.0,0.0,93.80315489749431,14.245921985815603,16.0,1.0,1
NCT01839240,2012.0,530.0,82.0,272.0,12.0,9.0,74.2458382642998,16.80963855421687,12.0,1.0,1
NCT03207191,2016.0,659.0,26.0,135.0,13.0,26.0,11.513391659375912,20.725185185185186,12.0,3.0,1
NCT01315132,2008.0,277.0,34.0,78.0,19.0,7.0,9.433203252032524,11.169411764705881,8.0,1.0,1
NCT02686944,2016.0,468.0,152.0,0.0,7.0,24.0,10.906737219730942,12.01960591133005,12.0,4.0,1
NCT00389610,2006.0,213.0,19.0,101.0,12.0,8.0,16.19114864864865,10.451578947368422,11.0,1.0,1
NCT02661035,2017.0,913.0,64.0,0.0,29.0,10.0,14.764579994159828,22.165714285714284,40.0,3.0,1
NCT01020539,2002.0,378.0,29.0,123.0,20.0,9.0,34.40891124260355,25.048387096774196,15.0,6.0,1
NCT04317781,2020.0,587.0,58.0,133.0,22.0,12.0,30.069407979407988,11.074137931034482,30.0,4.0,0
NCT01696877,2013.0,434.0,49.0,392.0,18.0,15.0,34.96413043478262,25.193469387755105,19.0,2.0,1
NCT02999854,2017.0,516.0,63.0,176.0,13.0,16.0,33.771075302138215,18.86961538461539,18.0,4.0,0
NCT00571662,2000.0,611.0,63.0,457.0,13.0,28.0,16.920819112627985,32.186885245901635,18.0,3.0,1
NCT03004976,2017.0,781.0,113.0,374.0,14.0,32.0,12.943946971501155,14.413598130841127,25.0,7.0,1
NCT02458235,2015.0,71.0,47.0,257.0,5.0,5.0,17.48,26.238333333333333,3.0,0.0,1
NCT06492707,2024.0,897.0,149.0,92.0,16.0,20.0,26.20139187574672,15.1181038961039,29.0,5.0,0
NCT01613300,2012.0,588.0,37.0,251.0,18.0,23.0,10.97233475479744,11.090000000000003,8.0,9.0,1
NCT01458366,2011.0,1159.0,126.0,626.0,22.0,19.0,12.439017097802978,20.489117647058823,35.0,9.0,1
NCT02485535,2015.0,494.0,90.0,228.0,13.0,15.0,51.59017543859649,20.178260869565225,14.0,3.0,1
NCT00656058,2008.0,1076.0,454.0,442.0,3.0,22.0,13.53624072252526,11.065818181818184,22.0,0.0,1
NCT04331483,2018.0,125.0,398.0,0.0,9.0,2.0,13.888015170670041,17.25100521221147,2.0,0.0,0
NCT03494569,2018.0,978.0,107.0,282.0,25.0,17.0,67.20218340611353,17.59,19.0,2.0,0
NCT00057954,2005.0,234.0,96.0,239.0,12.0,5.0,14.403481711525192,17.469230769230773,8.0,2.0,0
NCT03286114,2017.0,539.0,37.0,0.0,12.0,21.0,28.02419161676647,22.519473684210528,11.0,3.0,0
NCT00777998,2008.0,154.0,44.0,0.0,6.0,12.0,32.79910852713178,25.436956521739138,6.0,1.0,1
NCT02854839,2016.0,389.0,27.0,140.0,20.0,16.0,10.008904761904763,21.16222222222223,14.0,0.0,1
NCT00723099,2008.0,1304.0,131.0,427.0,33.0,10.0,38.41677685950414,14.182935251798565,43.0,6.0,1
NCT05148234,2022.0,704.0,284.0,641.0,19.0,19.0,18.327212257100147,7.750188561633163,27.0,5.0,0
NCT05181540,2022.0,366.0,117.0,0.0,18.0,9.0,11.162110429447853,17.057917355371902,10.0,2.0,0
NCT01174082,2010.0,489.0,35.0,986.0,14.0,2.0,12.752144068754951,17.27714285714286,10.0,4.0,0
NCT05740449,2023.0,1021.0,50.0,131.0,14.0,26.0,11.911464778188321,17.665714285714284,30.0,2.0,0
NCT01629511,2012.0,282.0,147.0,214.0,10.0,6.0,23.051804511278196,14.239655629139076,8.0,2.0,0
NCT02016781,2013.0,533.0,33.0,155.0,22.0,10.0,12.921296148986944,21.964117647058824,8.0,1.0,1
NCT01362452,2012.0,638.0,96.0,1073.0,14.0,7.0,10.115640703517588,15.09081632653061,18.0,6.0,1
NCT03198234,2017.0,442.0,227.0,345.0,35.0,11.0,10.261969361387969,15.621954022988508,20.0,3.0,0
NCT04687098,2012.0,118.0,117.0,244.0,3.0,10.0,12.718426573426576,23.08336134453781,1.0,0.0,1
NCT03961919,2009.0,213.0,44.0,0.0,8.0,13.0,13.64102628285357,16.421808510638304,7.0,0.0,1
NCT03678493,2019.0,171.0,61.0,0.0,8.0,4.0,20.934459627329193,16.16034482758621,5.0,0.0,1
NCT04631211,2021.0,496.0,62.0,0.0,10.0,22.0,13.240156129871668,31.60655737704918,10.0,9.0,0
NCT01660607,2012.0,719.0,47.0,126.0,23.0,28.0,13.543668580260547,12.906914893617024,16.0,13.0,1
NCT02808364,2016.0,112.0,70.0,144.0,8.0,8.0,14.23824561403509,14.481428571428577,0.0,0.0,1
